Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
Robert78,156 reviews,Good IRISH Pub,"Staff great, menu ok, prices high enough! Had the fish and chips, not amazing but decent enough! Very centrally located but off a side street",Date of visit: January 2016,,4,,,
148alant,10 reviews,Real Irish pub,Proper Irish pub. All the staff were Irish and made you feel very welcome. Went in to watch the Euros and the atmosphere was great,Date of visit: June 2016,5,,,,
jemmaatkiss,9 reviews,great local,after visiting lake garda for 4 nights previous.. we needed a nice pub! this was the one.. seconds from our hotel. friendly staff. good food. great beer! definitely enjoyed every time we were in here,Date of visit: July 2016,5,,,,
gabrielcrb,1 review,Excelent beer,"Via del Plebiscito 101b, Rome, 00186 Rome, Italy near Chiesa del Gesu. Nice and quiet. WiFi gratis. Excelent beer.",Date of visit: July 2016,5,,,,
markwilson144,14 reviews,Escape the emerald isle,"Get away from the mad streets, tooting horns and peddlers to a cool, dark enchanting land. 
An irish bar complete with actual irish barman, and pints of heavy. Food is not bad.and they show the football.",Date of visit: July 2016,,4,,,
mk4526,43 reviews,Great break from hot and busy walk on streets of Rome,"We had the 6$ euro specials of ham hock, potatoes, kraut.  Pretty good food for a bar/restaurant.  Nice relaxing place with much craved Air conditioning!  Found a pot of gold in Rome at the end of a long day!!!! Very attentive and warm staff plus...More",Date of visit: June 2016,5,,,,
Andrew M,76 reviews,Great atmosphere but expensive,We went here one afternoon during summer because of Trip Advisor reviews. It is a great respite from the heat and tourist trail. Good selection of drinks but quite expensive. Where i come from spirit and mixer should be served cold and not be flat....More,Date of visit: July 2016,,,3,,
Netty B,47 reviews,Over priced drinks,"Came in for a bit of a refreshing break. Big inside, service ok, lots of TV'S for sports fans to watch. However, two spirits was €22 (and the coke mixer was flat) Stayed for one and left. Holidays can be expensive enough without being ripped...More",Date of visit: July 2016,,,,2,
bburger92780,27 reviews,Great Place to Visit,"My husband chose this place after I said ""you get to choose where we go for lunch"" and it was a great choice!!!  The atmosphere is that of an Irish pub, the food is Irish/American with a few Italian options and the beer and wine...More",Date of visit: July 2016,5,,,,
DarrenRogers2401,1 review,RUDE,Being a large group we were seated at a table by a waitress who told us we could have the table for the night. We ordered food which was the worst thing I ate in rome. The drink was ok although a bit expensive. Then...More,Date of visit: July 2016,,,,,1
roblewis14,131 reviews,Welcome Midday Rest,After a long & hot morning going around the Colosseum & Rome we called into the Air conditioned bar and it was lovely to cool down. Served straight away by a happy & helpful Irish waitress.  It was really good to have a pint of...More,Date of visit: June 2016,5,,,,
Special_guest_IT,17 reviews,Bad esperience,"Came here randomly. Bad looking inside, not cozy, poor choice of beers and BAD quality of food . Live music was too high, a lot of drunken americans. An Italian would NEVER come here",Date of visit: July 2016,,,,,1
Christoper L,65 reviews,Brilliant change of pace,"We popped into here to escape the heat and I really fancied a good pint of Guinness. 
We thought it would just be a one off however ended up returning a further two times as the Scholars Lounge was amazing. It was a great change...More",Date of visit: June 2016,5,,,,
Ethan M,1 review,Highlight of Rome,We once went into an Irish pub in Rome to escape the heat and sweat of the tourist trail. Little were we to know that we had stumbled on a 'wee' gem. The picturesque scenery was almost forgotten as we were welcomed by the sights...More,Date of visit: June 2016,5,,,,
ivytravel,541 reviews,Nice Lunch Place,We stopped in here for lunch on our walk back from the Collosuem. It was relatively empty as it was around 2PM but staff was very friendly and attentive. would bet this is a fun place to watch some sports as they had many tv's...More,Date of visit: June 2016,,4,,,
Liz48355,122 reviews,Cool Pub with Cold Beer!,"After a month in Italy a break from pizza and pasta was needed!
Irish Stew and Irish Breakfast were awesome and the Fish & Chips hit the spot!",Date of visit: June 2016,,4,,,
ByeJeanette,22 reviews,Good bar,Went in here for lunch to get a break from pasta and pizza. Had the fish and chips and burger and it was ok. Went back later that night for karaoke and the place was packed! However wonderful atmosphere and bartenders. Would come back for...More,Date of visit: June 2016,,4,,,
Rudders4,30 reviews,The best for watching football!,"Great staff, lovely food, good beer, good value, free wifi and at least 4 huge TV screens as well as lots of other TVs on the walls. Every seat has a good view of a screen. Great for anyone wanting to watch a match -...More",Date of visit: June 2016,5,,,,
ianp888,49 reviews,Scholars Lounge Bar Rome,"Great establishment and great atmosphere, bar staff hard working and polite, especially Chris, an American from Dallas and a fire fighter, Scholars bars is his second job, very interesting to talk to, transferring to airport fire service next month, good luck Chris great to have...More",Date of visit: June 2016,5,,,,
ram b,6 reviews,great pub !!,"me and my wife wwnt there twice ! great food, great team. we saw somw football games and had several dishes to eat.",Date of visit: June 2016,5,,,,
serenagrimaldi,153 reviews,Great atmosphere.,"A great bar, very busy, loads of tellys for the sport. I went to watch a couple of the Euro16 matches in there. The young staff are invariably cheerful, and the beer is good.",Date of visit: June 2016,,4,,,
elliex999,95 reviews,Great Bar & always Busy,Great bar to go to staff are friendly and Irish was nice to speak to people from the UK and mix with them . Food was lovely & a great range also drinks were nice . Lots of seating area I would recommend it ....More,Date of visit: June 2016,5,,,,
chloelouise97,3 reviews,Karaoke night!,"My partner and I visited this pub when it was full to the brim of americans on their vacation. We watched a big football game, we sat, we drank, we sang, we had an incredible experience. Both bouncers that we met were incredibly friendly and...More",Date of visit: May 2016,,4,,,
PaulBadgers1234,157 reviews,Literary genius,Excellent location and atmosphere - feels a lot like a student union and expect a considerable wait for food orders in the evening as this establishment is usually packed.  If you are watching Euro 2016 matches this is an excellent place to be as it...More,Date of visit: June 2016,5,,,,
kelandchez,269 reviews,Home from home,"If you want to fill at home, in a bar that looks and feels like home then this is the place to go. Good selection of beers and ales, if you are feeling peckish, be warned the begets come with crisps and a salad, you...More",Date of visit: June 2016,,4,,,
dawn s,121 reviews,Nice to find a pub ....,"Good pub atmosphere.. Lots of beers on tap and staff was friendly.
Ordered MAMMY's stew... Was excited at the fact of home made stew.....
Definitely tinned... And definitely not Lamb ! ... Shame would of gone back for more !",Date of visit: June 2016,,,3,,
grapevine19,2 reviews,Great bar!,"A group of eight we were on our way back from a colosseum tour, tired hot and thirsty.
Popped in for a beer and found live music. Great time, so much so that we came back for lunch the next day. Ordered a burger, not...More",Date of visit: June 2016,,,3,,
Andrew S,4 reviews,Great service with a lovely bar in the heart of Rome,"Only came for a couple of drinks after visiting the colosseum and the pantheon. It just so happened to be during happy hour (which is 11am till 8pm for you alcohol bargain hunters). A couple of Guinness' for myself, which were of high enough quality...More",Date of visit: June 2016,5,,,,
MJBusby2016,1 review,Great Irish beer and music,Walking back from a long day in Rome we heard the music and could not walk by. Had to enjoy an Irish beer and music in Rome. Well worth the visit.,Date of visit: June 2016,5,,,,
Rattled_and_Hummed,26 reviews,A perfect Irish Pub in Rome,"After a long morning of touring we happened to walk by the Scholars Lounge and decided to pop in for a late afternoon lunch and we were so glad that we did!  This place was a great Irish pub, and was owned and operated by...More",Date of visit: May 2016,5,,,,
JAATexas,15 reviews,Just what we needed!,"On a particularly warm afternoon  touring the Colosseum and the ruins, we were in need up sustenance.  We happened upon Scholars and stepped inside.  Our waiter was attentive and friendly.  Our drinks came quickly, and he thought nothing of it when we requested ""iced water.""...More",Date of visit: May 2016,5,,,,
joew187,36 reviews,Great Irish pub in middle of Rome!,"We stopped in while walking around the city, we found this great Irish pub. Guinness on tap and Magners cider which my wife loves. Rory the bartender was a great dude from Dublin. We liked it so much we stopped back 3 other times.",Date of visit: June 2016,5,,,,
Robbie S,2 reviews,Awful food awful drink awful everything,The food in this pub was awful .. It was so dear for items you could buy in your local store for 1/4 the price ... The chips where oven chips the fish was very bad very low quality the Coke came out of a...More,Date of visit: June 2016,,,,,1
Robert L,2 reviews,Perfect break from the tourist drag,"Friendly staff, good beer selection, tasty food with good-sized proportions. Several televisions with sports programs on and filled with funny quotes about drinking.",Date of visit: June 2016,5,,,,
Sue C,2 reviews,"Food, drinks and atmosphere","Stumbled over this little Irish gem on a recent break in Rome! What a fab place, had a great craic with the staff, fab drinks and cocktails ;) and excellent food. Can't fault this place. If in Rome do as the Irish and go visit...More",Date of visit: June 2016,5,,,,
nkybootoo,146 reviews,Cosy welcoming pub,We called in here on the search for cider in Rome and found it! We actually drank here a couple of times the pub is lovely inside with private drinking booths and sports on t.v. It is open til 3am every night and has live...More,Date of visit: June 2016,5,,,,
Gemma_McMullan1985,15 reviews,Best bar in Rome!,"We stumbled across this bar whilst exploring the streets of Rome and went in for just one drink, but ended up staying for just a few more! Great atmosphere and friendly staff - I took part in the Grand National sweepstake organised by one of...More",Date of visit: April 2016,5,,,,
ffbjc55,61 reviews,Great food and drink,"After a long day sightseeing in Rome, we entered the Scholars to be welcomed with open arms, made comfortable and every need was tended to. Truely amazing, welcoming staff throughout. The food was hot and freshly prepared and served promptly with a smile. The service...More",Date of visit: April 2016,5,,,,
Dayle P,78 reviews,Very friendly and excellent food,Stopped for a drink and some food whilst in Rome. Make sure you visit as you will not be disappointed. Rory served us at the bar and couldn't do enough for us. Very highly recommended,Date of visit: March 2016,5,,,,
01091951,10 reviews,Good service,"We were hungry and tired after a hot few hours in the sunny Rome. We found this wonderful spot where John and Louise gave us a good service and had a nice chat with us since it was a slower time of the day, in...More",Date of visit: May 2016,5,,,,
805jamieg,14 reviews,Great Atmosphere,"Awesome place to watch state of origin. Highly recommended. Cheap beer, heaps of tvs, friendly staff and great food!!!!!",Date of visit: June 2016,5,,,,
Michael H,5 reviews,Lovely staff...great craic,Shout out to Lee and John guys looked after the other half and I very well. Had great knowledge of the city and recommended things to do etc. Lovely bar...would recommend rehydrating after a long day of sightseeing.,Date of visit: May 2016,5,,,,
BigALfoco,7 reviews,Good Atmosphere,"Played Trivia, drank beer, ate chicken wings, kind of like being home but in Rome.  This was a great stop during all the tours on the busses and sightseeing.",Date of visit: May 2016,5,,,,
Anthony F,248 reviews,Lively bar with good music,"After a disappointing visit to another pub nearby, this pub was a great find, great beers, service and food. Expensive by Irish standards but normal for Rome with Guinness at 6.50 @ pint.On one of the nights a trad band Finnegans Wake played a superb...More",Date of visit: May 2016,5,,,,
Anthony C,10 reviews,Anthony,Stopped in here twice when in rome once for a drink and once for a meal. Both times i felt welcomed and the atmoshpere was great. When me and the GF stopped for the meal the meals were really nice. Gooe sized portions and well...More,Date of visit: May 2016,5,,,,
Sailor8888,15 reviews,Great Pub!,"My wife and stopped in here for a drink while sightseeing in Rome.  After a long walk in the heat this place was a welcome stop.  The staff is friendly and very nice.  The pub made us feel right at home, just like an Irish...More",Date of visit: May 2016,5,,,,
francop81,20 reviews,Irish pubs never fail,"I was in Rome with my dad and two uncles. we walked around all day and put on 16 miles (or 36,000 steps, thanks fitibit) and were looking for a good place to have a drink and relax at the end of the day
I...More",Date of visit: May 2016,5,,,,
StephenCurtis4773,29 reviews,Brilliant,One afternoon we stumbled across Scholars by accident and decided to go in for a drink. Friendly staff greeted us so we decided to return again in the evening for live music. The band were a Thin Lizzy tribute that were simply brilliant.,Date of visit: May 2016,,4,,,
valerie l,35 reviews,Quaint Irish bar,"Popped in here for lunch after a bit of sightseeing, what a lovely pub with helpful friendly staff. Didn't have a large meal but they have a lot on offer. Went back in the evening and had just as an enjoyable time. Because of the...More",Date of visit: May 2016,5,,,,
Amanda S,11 reviews,Great!!,Great food and great service 😊😊 a welcome relief after travelling the streets of Rome!! The food was an awesome surprise and the cocktails even better!!,Date of visit: May 2016,5,,,,
nijinski001,10 reviews,Service? What service?,"Well....... food served to the table was okay and the food was okay too. That where the relaxibg night ends.
When we arrived it was abiut 7pm and there was a football match on in just over an hour.  One of the reasons we went...More",Date of visit: May 2016,,,,,1
Paul C,146 reviews,Long weekend in Rome,Busy and atmospheric. We had dinner their one night having walked for hours and were well pleased. Dinner was plentiful and not expensive and included an excellent white wine. Italians were eating there too so I think that that speaks volumes. Just don't tell Callum...More,Date of visit: May 2016,5,,,,
Robert D,1 review,Fantastic pub,"Good pubs are few and far between to find in Rome but look no further than the Scholars Lounge. Great location great decor and layout. All premier league games shown, very good Wifi too. 
But all this pales in comparison to the food and drink...More",Date of visit: May 2016,5,,,,
Tom M,75 reviews,"Friendly staff, cold beer, fun atmosphere","My son and I stopped in here while my wife and daughter shopped at a nearby boutique. They joined us a short time later and we all enjoyed a Guinness and a burger together. We hadn't planned on eating a meal there, but the staff...More",Date of visit: May 2016,5,,,,
Nicky H,16 reviews,Great value,"Went to scholars bar yesterday, we had a lovely lunch, and few beers, it not cheap but it not mad expensive, have to say the staff are brilliant especially guy called Rory, well done would go back again if I ever visit rome but would...More",Date of visit: May 2016,5,,,,
W94HAfrancescoc,5 reviews,Great pub,"A friend of mine suggest this pub. Awesome. Seems like to be in Ireland. Wonderful beers, nice cocktails and good appetizers. 
I was there only for a couples of beers, but I'll come back soon. 
Huge choice of beers.",Date of visit: May 2016,5,,,,
Steph2k54,11 reviews,"Great pub, great atmos!",We came in here 4 out of 5 days of our visit to Rome and found it to be a great HQ/local. Decent cold cider and beer after a long day in the hustle and bustle of the sights. The staff are particularly lovely and...More,Date of visit: May 2016,5,,,,
Melanie D,65 reviews,Tune out Rome for an hour,Great place to get away from the hustle of Rome right in the center of it. Several Irish beers on tap and American in bottles. Music is upbeat and eclectic. Much recommended.,Date of visit: May 2016,5,,,,
Besucher K,1 review,Very Irish in Italy,"Typical Irish Pub, the good cold Kilkenny would be served in the right temperatur... :-)
We were here for visiting the City and where very thursty. And than at a corner, Kilkenny and the Day is ok!",Date of visit: May 2016,5,,,,
Stockers104,799 reviews,Fantastic Pub,"After a day of site seeing, it then started to rain and on the way back to the hotel we came across Scholars Irish pub what luck.
We had not had a Cider or Guinness since leaving Ireland and were hanging out for both stroke...More",Date of visit: October 2015,5,,,,
Rosceaux,7 reviews,Just walking by,"We stopped in for some R&R after a long day at the Coliseum, Palatino and Forum. John gave us great hospitality, O'Hara's Stout and the chicken wings were a meal in themselves. A nice touch of Irish hospitality in Rome!",Date of visit: May 2016,5,,,,
graham T,78 reviews,A Treat,"Came across this place by chance while trying to find somewhere to get out of the rain and what a find.We decided to have lunch and ordered a sandwich,I thought I was in America when my 'snack' arrived the portions are large but excellent quality.The...More",Date of visit: May 2016,5,,,,
Frances O,8 reviews,Great spot..5 star staff!,"Popped in after a long day sight seeing..best margerittas I had in years, John and Lee both were two top lads with lots of information on eating out, getting round etc..plus good craic! Food is good there too, music was on when we got there..great...More",Date of visit: May 2016,5,,,,
Pisces3263,2 reviews,Great pub,Stopped in for cocktails after long day at the Vatican .. My husband craving a Guinness ... Very friendly staff and great atmosphere!,Date of visit: May 2016,5,,,,
882stefanieg,11 reviews,Great Pub,Stopped off here to get out of the rain turned to out to be a great pub with lovely staff. John was brill helping us choose a nice beer and the food was good too. Little bit of home in the heart of Rome.,Date of visit: May 2016,5,,,,
Extraordinary493420,3 reviews,Perfect change,"If you get tired of Pizza and pasta, this place is perfect to change it up.  Ask for John or Christopher at the bar.  They will take good care of you.",Date of visit: May 2016,5,,,,
mmancuso29,4 reviews,Fun atmosphere,"My boyfriend and I came here to watch soccer while visiting. We had a great time and ended up staying long after the game. This bar gets really busy at night and it's a fun atmosphere. Our server Mariana was awesome, super friendly and made...More",Date of visit: May 2016,5,,,,
bredaclarke,104 reviews,Great little irish pub in Rome,"Stopped by the Scholars twice while in Rome at the beginning of May.  Nice to see an irish bar with irish staff, too often on my travels the irish pubs we found were staffed by locals.  We ordered food twice and on both occasions it...More",Date of visit: May 2016,5,,,,
Roddy66,322 reviews,Great pub food,We needed a break from Italian so we stopped in this place and it was amazing great fish and chips the chicken wrap was amazing highly recommended,Date of visit: May 2016,5,,,,
jammima,2 reviews,Brilliant!!,"Popped into the bar as it had several TV's and our group wanted to watch the F1 and football!
All of the staff were great and very obliging and set us up with our sports on two big TV's.
There are small booths which have...More",Date of visit: May 2016,5,,,,
Conkybabes,27 reviews,Good Night,"Called in for a pint of Guinness as I was having withdrawal symptoms. there was an Italian tribute band playing English songs in an Irish bar in Rome. The band were rubbish, a Beatles tribute, but the craic was good. Guinness wasn't bad.",Date of visit: May 2016,,4,,,
Kendra C,16 reviews,Great Bar Scene,Stopped by for a drink with my boyfriend while traveling in Rome. Great environment for drinking and watch a soccer match. Pretty nice to feel right at home in an irish bar scene that we are use to back in Boston.,Date of visit: February 2016,,4,,,
elliof2015,3 reviews,Fantastic service,Was a great service big thanks to Rory was good having a conversation and keeping my Guinness topped up,Date of visit: May 2016,5,,,,
955ChrisA,1 review,Great,"Nice to find an honest to goodness pub / bar in rome. Huge meals (sandwiches, with crisps and salad) for 8.50 euros. Nice staff and good drink selection.",Date of visit: May 2016,5,,,,
nolankc,6 reviews,Anniversary,"Best Irish🍀pub in Rome.Staff in this place are class,so nice,really friendly.Rory,Calum,Lee,Cameron and Chloe are all mad.If Carlsberg done the best staff in the world these 5 would be the A Crew.👌 Best glass or in my case bottle of prosecco ever! Food is great.Can't rate...More",Date of visit: May 2016,5,,,,
Extraordinary585042,2 reviews,Service and great atmosphere,Staff were good. RORY (Rugiri) was Brilliant for us newbie's in Rome. His attitude and work ethics is fantastic. A fun chatacter who will be the main reason we stayed longer and will return tomorrow.,Date of visit: May 2016,5,,,,
W1992URmatthewh,63 reviews,Good service and drinks!,I was quite surprised as some of the staff came from Ireland! (Or sounded that they did!). We went in to rest our legs and have some drinks and was met by friendly staff and nice drinks!!,Date of visit: May 2016,5,,,,
TarynnW,77 reviews,Need a break from tomato sauce or cheese sauce or pizza .... try this place,"After one month of living in Italy and 6 days in Rome, we needed a break. I know it sounds nuts. But the truth is, we wanted something different. One can only eat some much Italian food. And The Scholars Lounge is a great place....More",Date of visit: May 2016,5,,,,
Natalia L,19 reviews,Любим это место love this place,"Absolutely nice place for everyone who looks for some traditional Irish pub, good design, Music,  beer,  cider and nice atmosphere",Date of visit: May 2016,5,,,,
topman190832,137 reviews,Whiskey galore,"This is a typical Irish bar/restaurant   you can find in most  cities all over Europe, with a good selection of imported beers and lagers with over 200 brands of whiskey, we went in to watch an  English football match but a Gaelic football match was...More",Date of visit: April 2016,5,,,,
Martina O,5 reviews,Fantastic irish bar!,Previously visited bar in November and brought family back in April after our Rome wedding. What a great bar! From the very welcoming and friendly staff especially Lee who couldn't do enough to accommodate us to the great atmosphere in the bar. Food is great...More,Date of visit: April 2016,5,,,,
Aaron E,1 review,Good food and cold beer,"Good service and price, top feed too. Recommend the spare ribs. Good music and environment with various sports television screens around the room",Date of visit: May 2016,5,,,,
Carol_Pedro,215 reviews,Very nice!,"Um pub muito divertido no meio de Roma, ótimo para assistir jogos, conhecer gente e com uma excelente variedade de cervejas, os pratos servidos são imensos e a comida gostosa, atendimento sempre cordial os donos Irlandeses são uma simpatia!
A lot of fun in the...More",Date of visit: March 2016,5,,,,
Kamil G,8 reviews,Great place gor a mid-day pause,"After 7 hours of walking since the early morning our legs have said ""enough"". We encountered pub entrance and decided to give it a go. It was around 15, pub was nearly empty. We stayed there for 90 minutes drinking few beers and juices. It...More",Date of visit: May 2016,5,,,,
V560WUcatherineb,3 reviews,Awesome,Great beer great staff good place to take a break from the sun for an hour or so. Great place to watch football or chill with friends. Music not too loud and atmosphere relaxed,Date of visit: May 2016,5,,,,
Pascaldew,4 reviews,Citytrip to rome - food and drinks,"Wandering through Rome we walked into Scholars. As dutchies and rugby players we, me wife and daughter, knew an Irish pub is always good. Going in for something to drink, we ended up eating a good meal and all fair priced. As satisfied we came...More",Date of visit: April 2016,5,,,,
Cian B,2 reviews,"Great food, great bar, great staff.","Whilst visting the Collasium we popped into Scholars for a bit of lunch.  Straight off the batton we were made feel very welcome, our food was excellent ""big portions"" and the price was very reasonable,an easy going atmosphere while also a high standard of service....More",Date of visit: April 2016,5,,,,
MrsA64,141 reviews,Great Irish Pub,"Good Irish pub for a break from pizza and pasta and a great place to watch the football. We enjoyed fish and chips and a beer and cider, just for a change from the usual Italian fare. Friendly staff with live music and then football.",Date of visit: April 2016,,4,,,
namnam18,36 reviews,Expensive but good,"This place is good and a little piece of something more familiar when you're away from home. Although it's Irish it also feels very British! We had lunch and drinks here and the food was just ok, quite expensive for what it was but nothing...More",Date of visit: April 2016,,4,,,
Emily T,2 reviews,Lovely lad(s) who work here,"A bit weary from a month long trek through western Europe, we were looking for a bit of a safe haven. We found it here, and Rory made the experience all the better. Felt a bit like we were back in Ireland, with true Irish...More",Date of visit: April 2016,5,,,,
ryancJ4229BI,18 reviews,A taste of Ireland,"My wife and I wandered in during a rain storm. We were pleasantly surprised. Food is well above average pub food. Great staff, and a nice place to just relax. 
Only down side is that it's not in Ireland. We had recently been in Ireland...More",Date of visit: April 2016,5,,,,
Saolnagra,21 reviews,i love this place,"i have been to rome 3 times and each time i always visit the scholars lounge. the atmosphere is great as is the staff, the food and the live music. will be back soon :)",Date of visit: January 2016,5,,,,
alfonso_rova,80 reviews,WORST EXPERIENCE!!!!!!!,"We had the worst experience ever, we did not even had dinner or drinks because of the rude ""manager"" that took the drinks away from us...literally. 
We arrived at night to have a dinner, some snacks and watch a football game, the place is nice...More",Date of visit: April 2016,,,,,1
IreneCinzia,6 reviews,A green place in the heart of Rome,If you want to take a break from the noise of the big city this is the place. A touch of Ireland were the beer is cold the food great and sports all around. A place to go and enjoy! Go green 🍀,Date of visit: April 2016,5,,,,
Victoria10087,7 reviews,Fantastic,"2nd time here even though 5 years apart, fantastic service once again, they always want perfection and that certainly comes over! Thanks Rory! Hopefully see you all in the next few days! 😊🍺🍸😍",Date of visit: April 2016,5,,,,
Mike G,43 reviews,Typical pub,Dropped in for a burger and a couple of pints after a day of walking....and it was on the way!! No complaints and had 5 football matches on at the same time!!,Date of visit: April 2016,,4,,,
tim_betty,8 reviews,Great atmosphere,"Stumbled upon this gem while walking in Rome. Was great to sit and talk in English and have a really good beer!! The atmosphere is warm and inviting too. Really enjoyed the conversation my husband and I had with Chloe. Thanks for the hospitality, cheers!!",Date of visit: April 2016,5,,,,
Sandman91,84 reviews,"Nice bar, great staff.","Visited on a recent trip to Rome with my wife. Bar is nice, decor ad you'd expect from an Irish bar abroad. Great selection of beers and very friendly/helpful staff. A great place to spend having an aul sup or two of a night.",Date of visit: April 2016,5,,,,
Siobhancasey29,3 reviews,Great food & friendly staff,"Food was fab, big portions and fresh! Staff was so friendly and very helpful, would highly recommend this place if in Rome to eat & drink!",Date of visit: April 2016,5,,,,
TheVictoryWalton,2 reviews,Great Irish pub like being back in UK,Good to hear English voices and Irish and Welsh!! Lovely building great pub feel well done and thank you for the welcome!,Date of visit: April 2016,5,,,,
Joshxx19,165 reviews,Nice little pub,"Good atmosphere, good drink. Massive food portions, went here a couple of times during our stay in Rome and would recommend it.",Date of visit: April 2016,,4,,,
Callum M,1 review,Fantastic bar,"My friend and I spent a fair bit of time at this bar over our trip and it was an absolute pleasure.
All the staff were amazingly friendly and welcoming.
The twins even went above and beyond their duties, great work ladies.
Will defiantly be...More",Date of visit: April 2016,5,,,,
Susanne D,34 reviews,1st visit,We purposely looked for this bar and was not disappointed. Easy to find once you know where you are. Most of the staff were Irish. Was much bigger when you got inside. Food was excellent. Very good value and quantity for money. Couldnt eat it...More,Date of visit: March 2016,5,,,,
Connector182434,1 review,Bar,"We seen sign for Irish bar after a long day in Vatican very very welcome , my son needed wifi I needed to relax . The staff were super friendly and helped out with charging phone etc , very busy but very comfortable . We...More",Date of visit: April 2016,5,,,,
LukasVarnauskas,12 reviews,Probably the best pub in Rome,"I live in Rome for 4 years now and i can honestly say that this Pub is the best one (i've visited a lot of pubs, this one was the best one). Staff is perfect, service is perfect, food is amazing (Everytime i go there...More",Date of visit: April 2016,5,,,,
BonnieECostigan,19 reviews,Horrible service,"The food and drinks MIGHT have been good.  Unfortunately, after walking 1 mile out of our way to try this place, we sat for 30 minutes without being acknowledged.  They weren't that busy and people came in after us (who were obviously regulars) got waited...More",Date of visit: April 2016,,,,,1
darlak932,11 reviews,We found a Pub in Rome!,"Staff is very friendly.  Bartender and waitress were both from Dublin.  Food was more traditional English pub fare than the ""Roman version of pub food.""  Second time we have been to Rome and second visit to the pub.  Love this place!!!",Date of visit: March 2016,5,,,,
kerryc859,20 reviews,"Very friendly ""local""","Great pub right in the centre. Although we didn't want to do anything too much like home while we were there we wanted a pint and a loo! Really friendly staff, can't fault their service. Seemed a lively place but we did go in when...More",Date of visit: April 2016,5,,,,
wadelynne,6 reviews,First Aid,"After a very hot day in Rome and after being turned away from one Irish pub where hoping to watch the England v West Indies cricket final, we arrived here to find the place packed. Magically, the brilliant bar man found us 2 seats from...More",Date of visit: April 2016,5,,,,
Georgina W,15 reviews,Great relaxed friendly bar!,A very nice friendly place to sit and have a drink after all of the hustle and bustle in Rome itself :) the staff were lovely and helpful.,Date of visit: April 2016,,4,,,
mayamiroe,55 reviews,cozy,"Friendly place, easily accessible, great food and screens. Down side was being refused drinks because we sat upstairs and didn't want food.",Date of visit: April 2016,,,3,,
wormvortex,36 reviews,Just what we were looking for!,One thing I noticed very quickly in Rome was a huge lack of actual pubs/bars in the centre! If you wanted a beer you have to go to a restaurant and order one and even there you are limited to Peroni or if you are...More,Date of visit: April 2016,5,,,,
244mattb,2 reviews,Great bar with a fantastic atmosphere!,"The Scholar's Lounge offered a wonderful taste of Ireland in the heart of Rome. We were greeted and served with a smile from the wonderful Irish staff, and from the first minute to the last we felt very welcome. 
We visited on a Sunday night...More",Date of visit: March 2016,5,,,,
Andrea H,4 reviews,A little Irish gem in the heart of Rome,"My husband and I and our two teenage children just returned from 5 days in Rome. We stumbled upon Scholars Lounge in Piazza Venezzia quite by accident on our last day and went in for a swift afternoon drink. The atmosphere was great, the staff...More",Date of visit: March 2016,5,,,,
timothy d,1 review,genuine Irish bar,"real Irish staff great food i had the beef stew with mash cooked in guinness!
one of the few places in rome you can get real mash!
the staff mainly Irish made you feel at home especially rory!
really busy bar but didn`t have to...More",Date of visit: March 2016,5,,,,
690sin_adn,14 reviews,Rude bouncers and overpriced,"I visited this pub with friends recently, the drink is extremely over priced. 4 drinks cost €32. A waiter took my drink before I was finished and when asked to leave it back he shouted at us, a couple of minutes later my friend was...More",Date of visit: March 2016,,,,,1
Randall K,"1,209 reviews",OK for lunch.,"We decided to have lunch here as we were walking past and just wanted a quick lunch. Neither of us were really hungry. Service was adequate. Food was just ok. We ordered a pizza and just some chips. Menu did look interesting, and they certainly...More",Date of visit: March 2016,,,3,,
Chris M,3 reviews,Awesome!,"Amazing place to go to get a pint of Guinness and relax in a super fun atmosphere. Food was great, and it was awesome to have food other than pasta and pizza. There are also over 300 different whiskeys!",Date of visit: March 2016,5,,,,
panda427,7 reviews,Incredibly slow service,"I understand they are busy, but there were large chunks of time when the staff was behind the bar doing nothing while customers were waiting for menus or checks or service of any kind. It took half an hour for me to pay my check...More",Date of visit: March 2016,,,3,,
459rebekahw,8 reviews,Loved it!,"Cracking place with a great pint of Magners! Food was brilliant, bar had a fantastic atmosphere and the staff were so lovely! If I'm ever back in Rome, I'll be back here!!!",Date of visit: March 2016,5,,,,
Justine J,5 reviews,"Fantastic Service, Great Food!",Been here around 3x in 4 days for both lunch and dinner and the food was excellent and the service from the staff (John&Ruairi specifically) couldn't do enough to make us feel welcome! Defiantly coming back.,Date of visit: March 2016,5,,,,
MatiO_12,39 reviews,Very lazy service and food is mediocre,Nobody greets you when you come in. You just find a place to sit. We sat on the bar's corner (the one close to the restroom) to later find out it's where they put dirty glasses. The staff could recommend us not sitting there but...More,Date of visit: March 2016,,,3,,
Paul D,25 reviews,"Great atmosphere, friendly staff","We dropped into the Scholars Lounge twice during our week in Rome. Firstly for a meal whilst we watched the 6 Nations rugby. Plenty of screens to watch the sport. Although it was busy the staff were helpful and efficient, and the food very tasty...More",Date of visit: March 2016,,4,,,
Y9207ENtonyd,29 reviews,Loved it!!,"Was recently in Rome, we see a sign for Guinness and it directed us to here. Stayed for a few drinks, really nice place, certainly was made to feel welcome. Will visit again when in Rome.",Date of visit: March 2016,5,,,,
